City,Country,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,Month,Day,Weekday,Is_Weekend,City_Mean_PM25,PM_Ratio,Humidity_Temp,O3_NO2,Lag_PM2.5,Rolling_PM2.5
Bangkok,Thailand,2023-01-07,103.31,119.42,42.65,47.17,6.48,56.23,35.66,62.45,14.0,1,7,5,1,77.46148296593186,1.1559383258214766,2226.967,1.318405318076127,118.73,121.71666666666668
Bangkok,Thailand,2023-01-07,149.86,185.01,7.23,43.39,9.02,27.12,19.05,96.99,0.56,1,7,5,1,77.46148296593186,1.2345521663851482,1847.6595,3.7510321562487468,103.31,123.96666666666668
Bangkok,Thailand,2023-01-07,51.16,21.38,88.5,45.96,5.72,101.6,-2.23,22.99,15.17,1,7,5,1,77.46148296593186,0.41790453129309396,-51.2677,1.1480224691500034,149.86,101.44333333333334
Bangkok,Thailand,2023-01-08,87.42,49.01,66.21,21.19,3.73,109.06,-3.44,48.43,19.5,1,8,6,1,77.46148296593186,0.5606267947121031,-166.5992,1.6471829561723372,51.16,96.14666666666666
Bangkok,Thailand,2023-01-10,94.77,160.6,78.64,23.31,3.73,42.37,21.32,64.35,1.9,1,10,1,0,77.46148296593186,1.6946289232215972,1371.942,0.5387842651596814,87.42,77.78333333333333
Bangkok,Thailand,2023-01-11,112.54,101.35,37.89,6.42,1.08,70.88,-0.65,50.95,11.69,1,11,2,0,77.46148296593186,0.9005686066670865,-33.1175,1.8706777855165515,94.77,98.24333333333334
Bangkok,Thailand,2023-01-11,33.1,95.58,19.82,1.9,7.58,176.88,35.59,17.91,13.8,1,11,2,0,77.46148296593186,2.8876124206608997,637.4169,8.92431436714714,112.54,80.13666666666667
Bangkok,Thailand,2023-01-13,66.09,82.13,86.75,7.32,8.99,62.68,7.54,19.9,6.06,1,13,4,0,77.46148296593186,1.2426991613407228,150.046,0.7225359397653095,33.1,70.57666666666667
Bangkok,Thailand,2023-01-13,140.62,167.25,51.55,17.1,5.09,32.08,18.73,63.34,6.82,1,13,4,0,77.46148296593186,1.189375537663523,1186.3582000000001,0.622308317689948,66.09,79.93666666666667
Bangkok,Thailand,2023-01-14,102.01,168.55,63.15,14.87,5.54,12.24,21.55,60.34,14.07,1,14,5,1,77.46148296593186,1.652288829302144,1300.3270000000002,0.19382419733583572,140.62,102.90666666666668
Bangkok,Thailand,2023-01-15,59.56,172.04,73.73,16.52,9.09,195.43,-7.77,11.55,10.46,1,15,6,1,77.46148296593186,2.8885152974285933,-89.7435,2.6506167570030166,102.01,100.73
Bangkok,Thailand,2023-01-16,57.37,127.05,93.29,11.6,8.73,122.75,31.86,85.66,8.8,1,16,0,0,77.46148296593186,2.2145716899822747,2729.1276,1.3157893326412977,59.56,72.98
Bangkok,Thailand,2023-01-16,17.86,13.06,33.4,49.91,8.61,91.92,38.66,37.14,11.42,1,16,0,0,77.46148296593186,0.7312425916894784,1435.8324,2.7520949844026994,57.37,44.93
Bangkok,Thailand,2023-01-17,37.86,82.08,61.5,18.86,9.46,121.52,14.85,26.04,1.62,1,17,1,0,77.46148296593186,2.1679867490790414,386.69399999999996,1.9759346380594083,17.86,37.696666666666665
Bangkok,Thailand,2023-01-18,130.77,162.96,6.73,20.4,8.37,21.07,-9.1,95.47,9.47,1,18,2,0,77.46148296593186,1.24615728025103,-868.7769999999999,3.1307531489552023,37.86,62.163333333333334
Bangkok,Thailand,2023-01-19,24.39,31.57,15.47,9.85,5.7,177.94,30.58,71.66,16.24,1,19,3,0,77.46148296593186,1.2943824131273418,2191.3628,11.50225500823852,130.77,64.33999999999999
Bangkok,Thailand,2023-01-19,49.04,189.65,52.44,6.0,5.05,150.13,3.07,68.66,6.76,1,19,3,0,77.46148296593186,3.8672504348999928,210.78619999999998,2.862890377023193,24.39,68.06666666666668
Bangkok,Thailand,2023-01-20,76.76,196.97,15.96,30.17,9.78,37.61,22.0,37.85,19.98,1,20,4,0,77.46148296593186,2.566049691760071,832.7,2.3565148142137753,49.04,50.06333333333333
Bangkok,Thailand,2023-01-21,121.43,55.34,70.77,38.15,4.82,97.44,38.04,44.91,10.72,1,21,5,1,77.46148296593186,0.4557357773420261,1708.3763999999999,1.3768544048531293,76.76,82.41000000000001
Bangkok,Thailand,2023-01-21,88.12,69.24,23.7,39.83,5.65,179.21,3.7,77.29,9.0,1,21,5,1,77.46148296593186,0.7857466198653403,285.973,7.5616001849788255,121.43,95.43666666666667
Bangkok,Thailand,2023-01-22,119.07,176.26,62.17,47.58,9.01,103.11,15.41,43.9,15.62,1,22,6,1,77.46148296593186,1.4803055782056287,676.499,1.6585167028282606,88.12,109.54
Bangkok,Thailand,2023-01-23,43.62,96.22,91.76,46.28,0.62,135.4,35.98,51.28,11.73,1,23,0,0,77.46148296593186,2.205868361790839,1845.0544,1.4755883309079847,119.07,83.60333333333332
Bangkok,Thailand,2023-01-23,38.81,39.01,24.05,40.91,4.45,105.87,21.32,62.83,14.67,1,23,0,0,77.46148296593186,1.0051530520090046,1339.5356,4.402077171693484,43.62,67.16666666666666
Bangkok,Thailand,2023-01-23,64.57,94.19,49.29,7.57,4.47,191.28,18.09,88.33,17.84,1,23,0,0,77.46148296593186,1.4587267370719008,1597.8897,3.880705238241988,38.81,48.99999999999999
Bangkok,Thailand,2023-01-24,125.5,164.13,45.17,22.74,0.67,129.49,-0.57,95.47,8.88,1,24,1,0,77.46148296593186,1.3078086607323776,-54.417899999999996,2.8667250682477157,64.57,76.29333333333332
Bangkok,Thailand,2023-01-25,121.4,159.7,97.66,27.71,6.92,143.9,25.39,65.61,15.68,1,25,2,0,77.46148296593186,1.3154858883454785,1665.8379,1.4734792675118507,125.5,103.82333333333332
Bangkok,Thailand,2023-01-25,106.05,94.38,41.27,30.5,2.48,187.63,31.78,71.08,10.62,1,25,2,0,77.46148296593186,0.889957483266621,2258.9224,4.546400642985063,121.4,117.64999999999999
Bangkok,Thailand,2023-01-27,77.91,96.6,73.2,16.86,6.33,197.04,18.93,59.34,17.62,1,27,4,0,77.46148296593186,1.239892024144266,1123.3062,2.6918029109558863,106.05,101.78666666666665
Bangkok,Thailand,2023-01-27,49.42,77.15,91.7,19.6,2.88,74.0,2.0,65.66,16.53,1,27,4,0,77.46148296593186,1.5611085469225927,131.32,0.80697919225963,77.91,77.79333333333332
Bangkok,Thailand,2023-01-28,106.27,106.1,6.71,42.14,3.26,137.46,13.84,58.36,19.77,1,28,5,1,77.46148296593186,0.9984002071703955,807.7024,20.48581149655515,49.42,77.86666666666666
Bangkok,Thailand,2023-02-01,143.7,163.11,82.98,42.88,2.36,193.1,13.13,39.52,19.07,2,1,2,0,77.46148296593186,1.1350729899044545,518.8976000000001,2.3270664826384087,106.27,99.79666666666667
Bangkok,Thailand,2023-02-01,112.43,71.31,92.25,33.54,5.24,145.32,-3.27,94.73,6.39,2,1,2,0,77.46148296593186,0.6342612617396369,-309.7671,1.5752843820829936,143.7,120.8
Bangkok,Thailand,2023-02-01,22.02,93.43,32.68,16.34,1.06,44.19,19.81,84.23,7.44,2,1,2,0,77.46148296593186,4.242959017729784,1668.5963,1.3522027686038038,112.43,92.71666666666665
Bangkok,Thailand,2023-02-01,67.41,63.82,47.1,18.35,3.97,60.1,-3.75,43.64,13.76,2,1,2,0,77.46148296593186,0.946743666111309,-163.65,1.2760082216543054,22.02,67.28666666666665
Bangkok,Thailand,2023-02-02,96.64,143.36,48.17,40.65,9.58,198.17,-9.44,40.43,16.87,2,2,3,0,77.46148296593186,1.483443555107248,-381.6592,4.113970497411148,67.41,62.02333333333332
Bangkok,Thailand,2023-02-02,137.29,198.46,79.02,20.68,9.0,63.46,27.92,72.34,9.95,2,2,3,0,77.46148296593186,1.44555310324473,2019.7328000000002,0.8030877242359246,96.64,100.44666666666664
Bangkok,Thailand,2023-02-03,47.99,76.14,14.57,6.9,3.55,102.13,18.16,47.1,9.84,2,3,4,0,77.46148296593186,1.5865802070055828,855.336,7.009603974190821,137.29,93.97333333333331
Bangkok,Thailand,2023-02-03,72.04,123.08,71.87,30.93,8.18,96.14,10.23,34.85,5.81,2,3,4,0,77.46148296593186,1.7084950432405546,356.51550000000003,1.3376928707815678,47.99,85.77333333333331
Bangkok,Thailand,2023-02-04,120.33,190.04,36.04,30.86,6.56,39.9,35.18,91.77,4.05,2,4,5,1,77.46148296593186,1.5793233957181587,3228.4685999999997,1.1071029114586814,72.04,80.11999999999999
Bangkok,Thailand,2023-02-04,133.49,147.75,58.05,15.87,6.54,93.35,22.8,97.43,14.84,2,4,5,1,77.46148296593186,1.1068243983201438,2221.4040000000005,1.6080961915424303,120.33,108.61999999999999
Bangkok,Thailand,2023-02-04,56.99,155.32,78.97,13.04,5.11,191.16,-6.84,25.4,19.25,2,4,5,1,77.46148296593186,2.7253899411493343,-173.736,2.4206657691951663,133.49,103.60333333333331
Bangkok,Thailand,2023-02-05,141.95,73.75,88.56,44.03,6.58,134.26,18.86,46.68,8.35,2,5,6,1,77.46148296593186,0.5195491004192251,880.3847999999999,1.5160341558227013,56.99,110.80999999999999
Bangkok,Thailand,2023-02-06,36.17,134.56,84.55,2.06,4.78,10.84,36.57,77.98,18.33,2,6,0,0,77.46148296593186,3.720209090348606,2851.7286000000004,0.12820814568797803,141.95,78.36999999999999
Bangkok,Thailand,2023-02-06,110.27,191.4,60.85,49.71,3.04,122.95,19.98,69.92,18.79,2,6,0,0,77.46148296593186,1.7357393909731214,1397.0016,2.0205419851204627,36.17,96.13
Bangkok,Thailand,2023-02-07,89.97,178.49,97.36,46.89,7.33,85.99,-1.51,85.4,16.47,2,7,1,0,77.46148296593186,1.9838832962228192,-128.954,0.8832168361527489,110.27,78.80333333333333
Bangkok,Thailand,2023-02-07,40.57,52.14,26.95,22.61,6.3,172.75,2.42,20.66,11.81,2,7,1,0,77.46148296593186,1.2851857813197483,49.9972,6.41001617439103,89.97,80.26999999999998
Bangkok,Thailand,2023-02-07,128.77,58.17,21.61,6.37,4.45,156.05,21.53,56.22,15.97,2,7,1,0,77.46148296593186,0.45173561763332937,1210.4166,7.221190550120061,40.57,86.43666666666665
Bangkok,Thailand,2023-02-08,109.48,29.83,76.19,22.2,0.37,82.31,-7.8,74.32,11.34,2,8,2,0,77.46148296593186,0.2724698326205852,-579.6959999999999,1.080325360240798,128.77,92.94
Bangkok,Thailand,2023-02-09,66.14,16.64,69.71,2.61,9.55,115.98,29.61,56.55,11.8,2,9,3,0,77.46148296593186,0.2515875035398392,1674.4454999999998,1.6637495820184218,109.48,101.46333333333332
Bangkok,Thailand,2023-02-11,114.76,47.32,59.85,15.44,3.62,78.51,36.83,33.17,16.78,2,11,5,1,77.46148296593186,0.4123387580743501,1221.6511,1.3117792294437378,66.14,96.79333333333334
Bangkok,Thailand,2023-02-12,6.51,108.41,71.18,8.45,2.1,119.3,-3.98,28.94,15.47,2,12,6,1,77.46148296593186,16.65281620151121,-115.1812,1.6760323579611744,114.76,62.46999999999999
Bangkok,Thailand,2023-02-12,110.55,77.21,5.21,21.13,9.48,13.21,-3.31,93.41,13.41,2,12,6,1,77.46148296593186,0.6984169427031259,-309.1871,2.5355037706261605,6.51,77.27333333333333
Bangkok,Thailand,2023-02-13,106.33,77.93,84.87,13.18,1.51,17.96,28.64,74.96,12.47,2,13,0,0,77.46148296593186,0.7329069187522883,2146.8543999999997,0.21161774341725656,110.55,74.46333333333332
Bangkok,Thailand,2023-02-13,125.5,195.87,70.22,6.3,9.73,44.41,10.89,20.2,13.67,2,13,0,0,77.46148296593186,1.5607170071141827,219.978,0.6324408099628581,106.33,114.12666666666667
Bangkok,Thailand,2023-02-15,67.98,179.21,26.47,48.81,4.34,86.59,37.43,32.65,10.06,2,15,2,0,77.46148296593186,2.6362161464818845,1222.0895,3.2712492363999868,125.5,99.93666666666665
Bangkok,Thailand,2023-02-15,107.82,166.47,69.22,21.74,9.95,92.47,0.5,71.35,11.57,2,15,2,0,77.46148296593186,1.5439620159560363,35.675,1.335885389210432,67.98,100.43333333333332
Bangkok,Thailand,2023-02-16,48.89,174.74,61.27,43.27,1.84,154.54,-0.88,87.36,18.08,2,16,3,0,77.46148296593186,3.5741453110768435,-76.8768,2.5222780280270882,107.82,74.89666666666666
Bangkok,Thailand,2023-02-16,69.37,99.86,26.23,39.13,8.31,88.69,39.32,54.68,0.85,2,16,3,0,77.46148296593186,1.4395269656152563,2150.0176,3.381241562622355,48.89,75.36
Bangkok,Thailand,2023-02-17,149.35,24.47,66.82,5.61,2.17,153.16,29.07,40.97,8.07,2,17,4,0,77.46148296593186,0.16384331008749178,1190.9979,2.2921277623274827,69.37,89.20333333333332
Bangkok,Thailand,2023-02-17,132.59,89.68,13.62,27.17,0.6,122.64,5.55,46.56,5.85,2,17,4,0,77.46148296593186,0.6763707160139742,258.408,9.004398675184527,149.35,117.10333333333331
Bangkok,Thailand,2023-02-18,60.4,69.98,94.21,17.76,7.2,187.93,2.6,87.29,4.92,2,18,5,1,77.46148296593186,1.1586090797004835,226.95400000000004,1.9947986418852945,132.59,114.11333333333333
Bangkok,Thailand,2023-02-18,140.25,133.53,66.77,48.35,9.55,35.51,-8.05,19.27,1.82,2,18,5,1,77.46148296593186,0.9520854936124425,-155.1235,0.5318255905607921,60.4,111.07999999999998
Bangkok,Thailand,2023-02-19,66.16,98.7,92.74,12.44,4.29,45.09,34.83,97.1,16.02,2,19,6,1,77.46148296593186,1.4918377430716834,3381.9929999999995,0.4861979204013457,140.25,88.93666666666665
Bangkok,Thailand,2023-02-19,32.37,130.17,61.01,26.02,7.26,172.02,27.44,22.93,14.96,2,19,6,1,77.46148296593186,4.02131479106741,629.1992,2.819537318548219,66.16,79.59333333333332
Bangkok,Thailand,2023-02-19,66.96,72.08,94.35,14.47,9.39,42.32,22.28,49.15,16.83,2,19,6,1,77.46148296593186,1.0764633995723716,1095.0620000000001,0.4485426127670787,32.37,55.163333333333306
Bangkok,Thailand,2023-02-20,120.82,167.55,55.17,21.42,1.37,33.06,19.57,44.06,10.17,2,20,0,0,77.46148296593186,1.3867735981812948,862.2542000000001,0.5992386080771056,66.96,73.38333333333331
Bangkok,Thailand,2023-02-20,102.29,82.24,91.09,47.23,5.85,151.59,13.03,45.09,10.05,2,20,0,0,77.46148296593186,0.8039885810940872,587.5227,1.664178102516401,120.82,96.68999999999998
Bangkok,Thailand,2023-02-21,13.69,48.5,85.73,8.74,0.45,91.07,33.68,85.95,18.21,2,21,1,0,77.46148296593186,3.542729333287558,2894.7960000000003,1.0622884565159854,102.29,78.93333333333332
Bangkok,Thailand,2023-02-21,129.83,164.8,65.04,29.65,9.07,20.12,7.5,43.94,18.89,2,21,1,0,77.46148296593186,1.269352132068695,329.54999999999995,0.3093480459181971,13.69,81.93666666666665
Bangkok,Thailand,2023-02-22,7.33,47.82,79.67,21.61,7.64,171.47,7.71,52.45,0.79,2,22,2,0,77.46148296593186,6.523865588177915,404.3895,2.1522527736597494,129.83,50.28333333333333
Bangkok,Thailand,2023-02-22,34.03,30.82,36.69,7.19,6.12,176.09,-0.57,93.61,11.26,2,22,2,0,77.46148296593186,0.9056712002141638,-53.357699999999994,4.799399073480765,7.33,57.06333333333331
Bangkok,Thailand,2023-02-25,141.1,60.89,21.67,15.98,4.2,10.42,19.6,85.39,1.9,2,25,5,1,77.46148296593186,0.43153788578753466,1673.6440000000002,0.4808488782423266,34.03,60.819999999999986
Bangkok,Thailand,2023-02-28,104.2,47.62,69.49,36.15,9.86,110.8,0.44,85.13,9.93,2,28,1,0,77.46148296593186,0.4570057142988757,37.4572,1.5944737955858692,141.1,93.10999999999997
Bangkok,Thailand,2023-02-28,123.58,178.78,33.21,32.55,3.15,146.47,26.39,72.02,14.39,2,28,1,0,77.46148296593186,1.4466741020655363,1900.6078,4.41041722059102,104.2,122.96
Bangkok,Thailand,2023-03-01,49.37,187.17,24.86,30.59,0.79,77.01,17.07,17.19,1.37,3,1,2,0,77.46148296593186,3.7911679580376827,293.43330000000003,3.0977461392815213,123.58,92.38333333333331
Bangkok,Thailand,2023-03-02,88.53,18.15,13.57,16.98,7.67,148.0,12.5,89.2,3.08,3,2,3,0,77.46148296593186,0.2050152259104003,1115.0,10.906403164035988,49.37,87.15999999999998
Bangkok,Thailand,2023-03-03,52.63,29.78,44.67,29.12,3.61,131.89,39.08,27.47,7.25,3,3,4,0,77.46148296593186,0.565836867597023,1073.5276,2.9525401941929266,88.53,63.509999999999984
Bangkok,Thailand,2023-03-03,69.54,14.88,12.74,46.04,3.53,112.73,-0.62,48.75,16.81,3,3,4,0,77.46148296593186,0.21397753609756454,-30.225,8.848501688774185,52.63,70.23333333333332
Bangkok,Thailand,2023-03-04,39.69,118.92,24.82,10.74,0.44,198.62,5.64,15.74,18.43,3,4,5,1,77.46148296593186,2.9962199556009184,88.7736,8.002414181138525,69.54,53.95333333333332
Bangkok,Thailand,2023-03-04,16.6,193.68,71.05,1.02,1.5,117.1,-4.21,92.81,19.07,3,4,5,1,77.46148296593186,11.667462850925993,-390.7301,1.6481348841470957,39.69,41.94333333333332
Bangkok,Thailand,2023-03-05,97.64,193.29,18.69,35.06,9.8,19.81,-1.6,90.02,15.22,3,5,6,1,77.46148296593186,1.9796188058563287,-144.032,1.059924526525133,16.6,51.30999999999998
Bangkok,Thailand,2023-03-06,38.86,76.21,78.56,38.35,7.69,113.76,9.31,47.27,2.88,3,6,0,0,77.46148296593186,1.9611420583782657,440.0837000000001,1.448064988790098,97.64,51.033333333333324
Bangkok,Thailand,2023-03-08,47.8,120.22,66.81,14.54,3.69,143.88,18.44,87.0,10.32,3,8,2,0,77.46148296593186,2.5150622353426284,1604.2800000000002,2.153569502534126,38.86,61.433333333333316
Bangkok,Thailand,2023-03-08,126.37,197.2,89.14,20.37,4.01,135.75,23.39,50.57,14.89,3,8,2,0,77.46148296593186,1.5604968299045001,1182.8323,1.5228851780474335,47.8,71.00999999999998
Bangkok,Thailand,2023-03-08,123.71,35.94,58.72,31.27,3.73,133.99,34.69,13.98,13.58,3,8,2,0,77.46148296593186,0.2905181237961261,484.96619999999996,2.2818456604486275,126.37,99.29333333333331
Bangkok,Thailand,2023-03-09,122.57,58.97,77.82,24.9,2.95,99.51,6.4,65.11,10.32,3,9,3,0,77.46148296593186,0.4811127942308237,416.704,1.2787199590439529,123.71,124.21666666666664
Bangkok,Thailand,2023-03-09,89.94,30.39,8.03,47.64,8.31,41.77,-5.88,55.24,1.24,3,9,3,0,77.46148296593186,0.33789189038337886,-324.8112,5.201736984138252,122.57,112.07333333333331
Bangkok,Thailand,2023-03-10,123.34,66.07,97.71,42.29,5.26,35.89,11.11,39.2,5.23,3,10,4,0,77.46148296593186,0.5356737039343518,435.512,0.3673113941959478,89.94,111.94999999999999
Bangkok,Thailand,2023-03-12,114.33,185.13,96.9,44.33,0.25,83.66,21.05,20.93,7.86,3,12,6,1,77.46148296593186,1.6192598951054058,440.5765,0.8633642039871822,123.34,109.20333333333332
Bangkok,Thailand,2023-03-12,53.92,109.32,5.94,8.22,7.84,67.98,9.6,71.54,6.67,3,12,6,1,77.46148296593186,2.0274476952062876,686.784,11.444425177735392,114.33,97.19666666666666
Bangkok,Thailand,2023-03-13,146.7,19.19,49.25,49.01,8.91,107.53,2.24,73.29,3.29,3,13,0,0,77.46148296593186,0.1308111703605201,164.16960000000003,2.183349810487348,53.92,104.9833333333333
Bangkok,Thailand,2023-03-14,131.89,164.88,18.49,6.48,7.27,34.4,12.98,12.93,18.01,3,14,1,0,77.46148296593186,1.2501325915435142,167.8314,1.8604641100789021,146.7,110.83666666666664
Bangkok,Thailand,2023-03-16,45.22,99.87,42.27,15.26,3.75,11.66,-3.12,86.73,3.08,3,16,3,0,77.46148296593186,2.20853555759939,-270.5976,0.2758456882314435,131.89,107.93666666666665
Bangkok,Thailand,2023-03-18,107.2,131.48,25.33,45.72,3.68,135.72,-6.89,88.94,12.64,3,18,5,1,77.46148296593186,1.2264924229018261,-612.7966,5.358071315408088,45.22,94.76999999999998
Bangkok,Thailand,2023-03-19,86.57,25.19,99.88,30.63,4.46,36.29,17.67,59.35,13.76,3,19,6,1,77.46148296593186,0.29097836537156463,1048.7145,0.36333596682659525,107.2,79.66333333333331
Bangkok,Thailand,2023-03-19,54.08,164.49,89.75,1.59,7.51,10.82,4.44,42.5,7.36,3,19,6,1,77.46148296593186,3.0416044671589373,188.70000000000002,0.12055708963152205,86.57,82.61666666666665
Bangkok,Thailand,2023-03-21,128.92,64.98,87.17,32.77,4.37,27.02,15.82,96.54,12.07,3,21,1,0,77.46148296593186,0.5040334700563551,1527.2628000000002,0.30996899048193294,54.08,89.85666666666664
Bangkok,Thailand,2023-03-21,76.84,106.68,10.99,2.87,5.02,128.63,35.17,67.61,8.38,3,21,1,0,77.46148296593186,1.3883392258798508,2377.8437,11.704265965181104,128.92,86.6133333333333
Bangkok,Thailand,2023-03-21,128.79,27.1,41.44,1.85,7.84,22.06,22.33,37.16,5.96,3,21,1,0,77.46148296593186,0.2104200473313109,829.7827999999998,0.5323357788765012,76.84,111.51666666666665
Bangkok,Thailand,2023-03-23,41.75,58.05,41.17,35.72,1.74,148.68,34.34,26.82,17.57,3,23,3,0,77.46148296593186,1.3904188286421966,920.9988000000001,3.6113666234232147,128.79,82.45999999999998
Bangkok,Thailand,2023-03-25,131.59,103.68,97.76,23.79,8.85,157.74,24.33,28.31,16.65,3,25,5,1,77.46148296593186,0.7879017563719313,688.7823,1.6135432064706212,41.75,100.70999999999998
Bangkok,Thailand,2023-03-25,12.72,199.84,87.01,43.56,3.25,62.24,2.58,40.73,15.53,3,25,5,1,77.46148296593186,15.710679472736263,105.0834,0.7153199959406968,131.59,62.01999999999998
Bangkok,Thailand,2023-03-25,81.64,64.81,70.73,14.63,7.76,155.19,28.3,12.72,10.23,3,25,5,1,77.46148296593186,0.7938509561672028,359.976,2.1941181685114985,12.72,75.31666666666665
Bangkok,Thailand,2023-03-25,75.5,157.4,79.92,49.2,7.99,77.18,20.77,57.35,3.14,3,25,5,1,77.46148296593186,2.0847679357923266,1191.1595,0.9657155948804311,81.64,56.61999999999998
Bangkok,Thailand,2023-03-26,109.68,185.57,83.56,8.29,6.5,65.52,7.37,94.71,13.54,3,26,6,1,77.46148296593186,1.6919218005177057,698.0127,0.7841071345013002,75.5,88.93999999999998
Bangkok,Thailand,2023-03-26,116.97,59.28,10.95,7.88,8.57,126.44,31.33,58.42,13.08,3,26,6,1,77.46148296593186,0.506796571189487,1830.2985999999999,11.547021418245281,109.68,100.71666666666665
Bangkok,Thailand,2023-03-27,109.45,135.77,89.51,49.18,2.14,40.67,6.52,77.24,17.63,3,27,0,0,77.46148296593186,1.2404749894495213,503.60479999999995,0.45436259028459497,116.97,112.03333333333332
Bangkok,Thailand,2023-03-27,141.98,102.8,35.56,36.71,2.5,15.07,-4.73,59.4,14.35,3,27,0,0,77.46148296593186,0.7240455892347099,-280.96200000000005,0.42379065697675555,109.45,122.8
Bangkok,Thailand,2023-03-27,123.64,21.28,8.09,4.41,2.28,31.15,12.85,63.08,3.79,3,27,0,0,77.46148296593186,0.17211257100351254,810.578,3.8504278733895263,141.98,125.02333333333331
Bangkok,Thailand,2023-03-28,46.18,115.97,7.16,41.11,4.39,54.55,19.12,58.59,18.79,3,28,1,0,77.46148296593186,2.5112597420398997,1120.2408,7.618704443150219,123.64,103.93333333333332
Bangkok,Thailand,2023-04-01,41.43,68.92,14.52,19.65,5.66,27.31,34.75,80.65,12.93,4,1,5,1,77.46148296593186,1.6635284423054688,2802.5875,1.8808526991372596,46.18,70.41666666666664
Bangkok,Thailand,2023-04-02,63.69,89.79,18.92,28.85,3.17,92.89,23.25,43.07,6.36,4,2,6,1,77.46148296593186,1.4097972350765844,1001.3775,4.909616855382211,41.43,50.433333333333316
Bangkok,Thailand,2023-04-02,149.03,199.22,95.52,1.17,6.46,179.07,8.75,30.6,6.42,4,2,6,1,77.46148296593186,1.336777740268554,267.75,1.8746857333871718,63.69,84.71666666666664
Bangkok,Thailand,2023-04-02,149.55,12.96,49.81,15.63,4.53,10.77,-7.46,81.91,7.97,4,2,6,1,77.46148296593186,0.0866599741451037,-611.0486,0.2162215988312389,149.03,120.75666666666665
Bangkok,Thailand,2023-04-02,142.19,103.39,88.56,2.01,8.7,173.9,20.07,84.1,17.09,4,2,6,1,77.46148296593186,0.7271256257735688,1687.887,1.963640248008102,149.55,146.92333333333332
Bangkok,Thailand,2023-04-03,133.72,100.11,42.74,34.53,0.36,14.38,-9.94,47.7,13.31,4,3,0,0,77.46148296593186,0.7486538476926528,-474.138,0.3364528927344659,142.19,141.81999999999996
Bangkok,Thailand,2023-04-03,39.24,33.15,83.24,49.45,8.27,115.12,26.22,89.67,4.6,4,3,0,0,77.46148296593186,0.8448010079508134,2351.1474,1.3829887814766002,133.72,105.04999999999997
Bangkok,Thailand,2023-04-03,38.95,173.77,53.28,18.02,1.46,68.06,19.05,48.94,4.4,4,3,0,0,77.46148296593186,4.461359573463524,932.307,1.2774021626497443,39.24,70.63666666666664
Bangkok,Thailand,2023-04-04,131.2,121.23,42.51,15.94,0.34,126.77,-9.49,74.13,14.46,4,4,1,0,77.46148296593186,0.9240090759139424,-703.4937,2.9821211521709827,38.95,69.79666666666664
Bangkok,Thailand,2023-04-04,65.22,51.55,36.05,20.6,3.28,31.74,17.66,47.77,18.86,4,4,1,0,77.46148296593186,0.7904015960745789,843.6182000000001,0.8804435837881875,131.2,78.45666666666664
